name,sex,NameCount,Rand
Maïssa,F,4032,"0,802734481"
Maissae,F,31,"0,558368626"
Maïssae,F,3,"0,975298295"
Maissam,F,20,"0,567946839"
Maïssam,F,3,"0,301898389"
Maissane,F,1195,"0,871456704"
Maïssane,F,796,"0,983405487"
Maita,F,3,"0,506790931"
Maitane,F,31,"0,48458665"
Maite,F,3768,"0,236626235"
Maïte,F,13,"0,714116735"
Maité,F,3,"0,475202752"
Maïté,F,325,"0,77238356"
Maitena,F,330,"0,988141526"
Maïtena,F,3,"0,593744397"
Maithe,F,6,"0,859332142"
Maiway,F,3,"0,159374547"
Maiwen,F,390,"0,857932691"
Maïwen,F,233,"0,323477905"
Maïwen,M,3,"0,97082693"
Maiwenn,F,3668,"0,476831207"
Maïwenn,F,2257,"0,524039463"
Maixent,M,6,"0,446414353"
Maiza,F,3,"0,545444843"
Maja,F,30,"0,380248901"
Majd,M,29,"0,831117432"
Majda,F,217,"0,178053286"
Majdeline,F,3,"0,612934173"
Majdi,M,38,"0,857205891"
Majdouline,F,15,"0,095851743"
Majid,M,337,"0,658182225"
Maka,M,3,"0,780216775"
Makan,M,492,"0,471080462"
Makeda,F,3,"0,611862982"
Makenson,M,3,"0,94741696"
Maklouf,M,8,"0,070201731"
Makram,M,19,"0,677545075"
Maksen,M,73,"0,254041101"
Maksim,M,71,"0,556069472"
Maksymilian,M,15,"0,983117462"
Malaika,F,34,"0,924811894"
Malaïka,F,33,"0,42538792"
Malak,F,2462,"0,05055051"
Malake,F,3,"0,831044477"
Malamine,M,18,"0,315402788"
Malaurie,F,302,"0,526647602"
Malaury,F,598,"0,732727784"
Malaury,M,3,"0,89433024"
Malcie,F,3,"0,73704306"
Malcolm,M,455,"0,991901927"
Malcom,M,460,"0,531842445"
Maleaume,M,4,"0,248999037"
Malek,F,336,"0,111676809"
Malek,M,1079,"0,380973427"
Malena,F,177,"0,578230085"
Malha,F,3,"0,924552109"
Mali,F,3,"0,362659382"
Malia,F,1116,"0,907579915"
Maliah,F,3,"0,805618935"
Malica,F,18,"0,806160387"
Malicia,F,215,"0,759452278"
Malick,M,697,"0,823299351"
Maliha,F,14,"0,662681672"
Malik,M,8664,"0,327878186"
Malika,F,20347,"0,945264747"
Malissia,F,3,"0,647076382"
Maliya,F,9,"0,874413842"
Maliza,F,10,"0,339241247"
Malkiel,M,3,"0,357307921"
Mallaurie,F,32,"0,732519036"
Mallaury,M,6,"0,822603314"
Mallaury,F,2256,"0,249730106"
Malle,M,3,"0,111252784"
Mallorie,F,71,"0,275620015"
Mallory,M,33,"0,510505639"
Mallory,F,504,"0,023407173"
Malo,M,15160,"0,469043212"
Maloe,F,31,"0,002602092"
Maloé,M,9,"0,919157004"
Maloé,F,74,"0,594818038"
Maloë,F,3,"0,123420609"
Malon,M,17,"0,388533049"
Malone,F,11,"0,74752632"
Malone,M,4473,"0,871044018"
Malonn,M,210,"0,187237273"
Malonne,M,3,"0,682824217"
Malorie,F,645,"0,818629953"
Malory,F,309,"0,919624428"
Malory,M,8,"0,458353718"
Malou,F,379,"0,808665602"
Malvin,M,13,"0,827353368"
Malvina,F,1748,"0,024489842"
Malvyn,M,3,"0,802553403"
Malween,M,3,"0,334089812"
Malwenn,F,3,"0,725214203"
Malya,F,440,"0,181353905"
Malyah,F,8,"0,229039518"
Malyana,F,3,"0,632481527"
Malycia,F,6,"0,686782572"
Mama,F,234,"0,340115653"
Mamadi,M,88,"0,526273389"
Mamadou,M,5488,"0,563280381"
Mamady,M,140,"0,925877056"
Mamar,M,20,"0,459853909"
Mamba,F,12,"0,258113123"
Mamby,M,3,"0,15919832"
Mame,F,139,"0,819408407"
Mame-Diarra,F,19,"0,139502312"
Mamert,F,34,"0,085953202"
Mamert,M,62,"0,543769769"
Mamode,M,136,"0,494316379"
Mamou,F,285,"0,860505353"
Mamoudou,M,358,"0,913037065"
Mana,F,3,"0,342573672"
Manael,M,3,"0,461235113"
Manaël,M,9,"0,524071213"
Manaelle,F,4,"0,482187861"
Manaëlle,F,3,"0,53987481"
Manal,F,750,"0,265714474"
Manale,F,10,"0,900221087"
Manao,M,9,"0,711050065"
Manar,F,244,"0,728151522"
Manassa,F,6,"0,649953876"
Manasse,M,9,"0,905594357"
Manassé,M,3,"0,056982736"
Manda,F,16,"0,394912436"
Mande,M,3,"0,395414948"
Mandy,F,3596,"0,100527106"
Mané,F,10,"0,693951915"
Manea,F,3,"0,119310126"
Manec,M,3,"0,992347942"
Manech,M,78,"0,138211642"
Maneck,M,3,"0,911488592"
Manek,M,3,"0,046603471"
Manel,F,8956,"0,311484468"
Manel,M,3,"0,824646354"
Manël,F,3,"0,647996835"
Manele,F,27,"0,298074353"
Manèle,F,3,"0,599266601"
Manelle,F,1419,"0,484201173"
Manessa,F,3,"0,921374647"
Manfred,M,286,"0,887641042"
Manha,F,6,"0,798566678"
Mani,M,120,"0,313020604"
Manika,F,3,"0,90461291"
Manil,M,79,"0,185598985"
Manila,F,3,"0,18194434"
Manissa,F,24,"0,326101008"
Mannaig,F,3,"0,329805636"
Mannel,F,3,"0,295736505"
Mannuella,F,3,"0,427119786"
Manny,M,18,"0,579490295"
Mano,M,135,"0,464801257"
Manoa,F,67,"0,927266638"
Manoa,M,792,"0,066008956"
Manoah,F,4,"0,973394294"
Manoah,M,222,"0,030736433"
Manoe,M,91,"0,851534409"
Manoe,F,3,"0,787564852"
Manoé,F,3,"0,748671464"
Manoé,M,696,"0,764459645"
Manoë,M,47,"0,453967876"
Manoel,M,40,"0,753870688"
Manoha,M,9,"0,511149022"
Manola,F,12,"0,696530735"
Manoli,F,3,"0,880355667"
Manoline,F,3,"0,730456301"
Manolita,F,21,"0,874762725"
Manolo,M,182,"0,605835915"
Manolya,F,3,"0,2797057"
Manon,F,165939,"0,580779444"
Manoubia,F,3,"0,740861208"
Manouchka,F,26,"0,066288593"
Mansour,M,185,"0,428352257"
Manthita,F,3,"0,114419681"
Manu,M,42,"0,668048329"
Manuel,M,32257,"0,293332526"
Manuela,F,6028,"0,616779885"
Manuéla,F,5,"0,241250807"
Manuele,F,18,"0,29150986"
Manuella,F,5828,"0,859637202"
Manuelle,F,436,"0,906551395"
Many,M,65,"0,755646066"
Manyl,M,4,"0,579716887"
Manzon,M,3,"0,776540732"
Mao,M,167,"0,121231651"
Maoulida,M,8,"0,084535976"
Mara,F,109,"0,572281742"
Mara,M,11,"0,293585389"
Maram,F,544,"0,210959207"
Marame,F,32,"0,113230345"
Marc,M,234788,"0,074204578"
Marc,F,108,"0,324854285"
Marc-Alexandre,M,27,"0,628261773"
Marc-André,M,236,"0,767975338"
Marc'andria,M,95,"0,818121404"
Marc-Andria,M,6,"0,431983403"
Marc-Ange,M,17,"0,737260708"
Marc-Anthony,M,18,"0,333238423"
Marc'anto,M,5,"0,983462635"
Marc-Antoine,M,3295,"0,826979074"
Marc-Aurele,M,6,"0,035125242"
Marc-Aurèle,M,3,"0,06851514"
Marceau,M,19999,"0,35173917"
Marcel,M,465462,"0,87218306"
Marc-Elie,M,3,"0,30039458"
Marcelin,M,1650,"0,037306503"
Marcelina,F,3,"0,465475386"
Marceline,F,4675,"0,394206783"
Marcelino,M,22,"0,807715678"
Marcella,F,221,"0,833149626"
Marcelle,F,227973,"0,003345429"
Marcellin,M,1151,"0,556816748"
Marcellina,F,3,"0,364358135"
Marcelline,F,5915,"0,955125055"
Marcellino,M,7,"0,569283582"
Marcello,M,95,"0,726347237"
Marcellus,M,38,"0,950097988"
Marcelly,M,3,"0,41160435"
Marcelo,M,40,"0,434665678"
Marcely,M,27,"0,572414584"
Marc-Emmanuel,M,22,"0,968779265"
Marc-Henri,M,22,"0,085631158"
Marcia,F,6,"0,995891547"
Marciana,F,3,"0,863218518"
Marciano,M,23,"0,61384566"
Marcien,M,20,"0,117470966"
Marcienne,F,14,"0,226315748"
Marck,M,10,"0,754845992"
Marc-Michel,M,6,"0,649889989"
Marco,M,5132,"0,824516875"
Marc-Olivier,M,177,"0,553832048"
Marcos,M,104,"0,787351941"
Marcu,M,17,"0,946723436"
Marcu-Andria,M,6,"0,125201319"
Marcu-Maria,M,13,"0,98343987"
Marcus,M,2062,"0,62884646"
Marcy,F,6,"0,372444487"
Mardaye,F,44,"0,034250396"
Marde,M,64,"0,346043235"
Mardemoutou,M,25,"0,544517919"
Mardochee,M,3,"0,729060572"
Marek,M,33,"0,153519702"
Mareme,F,3,"0,447713396"
Mareva,F,447,"0,145083838"
Marga,F,20,"0,572888495"
Margaret,F,1606,"0,911479794"
Margareth,F,175,"0,580845309"
Margarethe,F,6,"0,596895684"
Margarette,F,12,"0,45669627"
Margarida,F,32,"0,097485586"
Margarita,F,100,"0,029889392"
Margau,F,3,"0,810813844"
Margaud,F,6,"0,026202863"
Margault,F,22,"0,669784456"
Margaux,F,57210,"0,633188757"
Margerie,F,9,"0,209781773"
Margo,F,562,"0,457231216"
Margot,F,42505,"0,644171884"
Margotte,F,8,"0,842908155"
Marguerita,F,3,"0,867661191"
Marguerite,M,27,"0,553669536"
Marguerite,F,268061,"0,537747578"
Marguerite-Marie,F,244,"0,19280313"
Margueritte,F,89,"0,398454994"
Mari,M,3,"0,710818612"
Mari,F,32,"0,531039365"
Maria,F,135011,"0,070545986"
Maria-Carmen,F,48,"0,881066659"
Maria-Christina,F,36,"0,681654649"
Maria-Christine,F,3,"0,24030648"
Maria-Cristina,F,15,"0,221431782"
Maria-Cruz,F,3,"0,981008896"
Maria-De,F,3,"0,102644898"
Maria-Del,F,9,"0,600763665"
Maria-Dolores,F,110,"0,265480905"
Maria-Elena,F,15,"0,165275214"
Maria-Emilia,F,3,"0,142971068"
Maria-Fatima,F,29,"0,7695494"
Maria-Francesca,F,3,"0,856678815"
Mariah,F,10,"0,152312694"
Maria-Helena,F,15,"0,189207331"
Maria-Isabel,F,59,"0,318835824"
Maria-Isabelle,F,3,"0,519856723"
Maria-Jesus,F,24,"0,00183141"
Maria-José,F,109,"0,61979924"
Maria-Josefa,F,6,"0,999620314"
Maria-Louisa,F,3,"0,522165056"
Maria-Luisa,F,51,"0,156322174"
Mariam,F,6780,"0,675286874"
Mariama,F,1429,"0,88668537"
Maria-Manuela,F,6,"0,896354638"
Mariame,F,1422,"0,131504877"
Mariamou,F,18,"0,906017284"
Marian,M,871,"0,378603823"
Mariana,F,529,"0,176768729"
Mariane,F,420,"0,53840572"
Marianick,F,50,"0,563453517"
Marianik,F,3,"0,24648474"
Marianna,F,218,"0,198528887"
Marianne,F,34585,"0,035070066"
Mariannick,F,820,"0,068704268"
Mariano,M,263,"0,971727502"
Maria-Pia,F,7,"0,555164161"
Maria-Pilar,F,13,"0,730715488"
Maria-Rita,F,3,"0,15251844"
Maria-Rosa,F,22,"0,773792477"
Maria-Stella,F,31,"0,820600714"
Mariata,F,10,"0,810505746"
Maria-Teresa,F,42,"0,552608607"
Maria-Theresa,F,14,"0,94095567"
Mariatou,F,13,"0,351632649"
Mariaye,F,102,"0,47288201"
Maribel,F,53,"0,581600732"
Maribelle,F,3,"0,796438678"
Maridza,F,20,"0,324040073"
Marie,M,24206,"0,892736098"
Marie,F,2233039,"0,490540587"
Marie-Adeline,F,6,"0,600024357"
Marie-Agathe,F,3,"0,633672985"
Marie-Agnès,F,5330,"0,001524186"
Marie-Aimée,F,160,"0,575468651"
Marie-Alberte,F,6,"0,284363859"
Marie-Aleth,F,33,"0,63763905"
Marie-Alexandra,F,3,"0,611950278"
Marie-Alexia,F,3,"0,120900341"
Marie-Alice,F,322,"0,120267251"
Marie-Alicia,F,3,"0,641964409"
Marie-Aliette,F,3,"0,252893828"
Marie-Aline,F,233,"0,166588235"
Marie-Alix,F,154,"0,630107723"
Marie-Amandine,F,6,"0,445923087"
Marie-Amélie,F,1069,"0,179684495"
Marie-Anaïs,F,27,"0,673163628"
Marie-André,M,3,"0,553607743"
Marie-Andrée,F,3099,"0,926273112"
Marie-Ange,M,7,"0,075645302"
Marie-Ange,F,12976,"0,896891282"
Marie-Angèle,F,286,"0,640474844"
Marie-Angelique,F,12,"0,345035377"
Marie-Anick,F,143,"0,411206639"
Marie-Anise,F,45,"0,391034819"
Marie-Anna,F,34,"0,201875339"
Marie-Anne,F,8051,"0,667031478"
Marie-Annette,F,19,"0,474208178"
Marie-Annick,F,5694,"0,08130469"
Marie-Annie,F,149,"0,439948449"
Marie-Antoinette,F,4235,"0,042178171"
Marie-Armelle,F,60,"0,271551764"
Marie-Astrid,F,422,"0,831862109"
Marie-Aude,F,651,"0,197602641"
Marie-Audrey,F,6,"0,28110221"
Marie-Augustine,F,9,"0,62660204"
Marie-Aurélie,F,22,"0,193420938"
Marie-Aurore,F,6,"0,234433465"
Marie-Béatrice,F,198,"0,73262854"
Marie-Benedicte,F,81,"0,271431753"
Marie-Bernadette,F,1074,"0,928398993"
Marie-Bernard,M,8,"0,135115553"
Marie-Bernard,F,41,"0,530535701"
Marie-Berthe,F,15,"0,942809046"
Marie-Blanche,F,156,"0,228811671"
Marie-Brigitte,F,222,"0,108221996"
Marie-Camille,F,51,"0,069815344"
Marie-Carmen,F,268,"0,427396095"
Marie-Carole,F,9,"0,991215022"
Marie-Caroline,F,856,"0,215313288"
Marie-Catherine,F,1815,"0,414638376"
Marie-Cathy,F,6,"0,08824747"
Marie-Cécile,F,2707,"0,347645309"
Marie-Céline,F,901,"0,021019903"
Marie-Chantal,F,3283,"0,219478026"
Marie-Chantale,F,43,"0,325551709"
Marie-Charlotte,F,2430,"0,907515709"
Marie-Chloé,F,6,"0,594023164"
Marie-Christel,F,6,"0,061924815"
Marie-Christelle,F,58,"0,426809746"
Marie-Christiane,F,109,"0,480533318"
Marie-Christine,F,73669,"0,974507326"
Marie-Cindy,F,20,"0,371309116"
Marie-Claire,F,32772,"0,459626946"
Marie-Clara,F,3,"0,697302779"
Marie-Clarisse,F,3,"0,98843602"
Marie-Claude,F,55607,"0,095316841"
Marie-Claude,M,3,"0,776538602"
Marie-Claudette,F,33,"0,48043491"
Marie-Claudie,F,6,"0,457196675"
Marie-Claudine,F,104,"0,03500793"
Marie-Clémence,F,6,"0,848486871"
Marie-Clotilde,F,7,"0,453952142"
Marie-Colette,F,100,"0,731778655"
Marie-Corine,F,13,"0,222420631"
Marie-Corinne,F,14,"0,740482047"
Marie-Cynthia,F,6,"0,662300255"
Marie-Daisy,F,67,"0,47892598"
Marie-Daniele,F,91,"0,054678683"
Marie-Danielle,F,125,"0,589713425"
Marie-Dany,F,10,"0,754340925"
Marie-Delphine,F,3,"0,706947692"
Marie-Denise,F,149,"0,457208134"
Marie-Dolores,F,9,"0,131163118"
Marie-Dominique,F,3631,"0,99328838"
Marie-Dorothee,F,3,"0,195669245"
Marie-Edith,F,173,"0,619766106"
Marie-Edouard,F,14,"0,993572565"
Marie-Edwige,F,5,"0,485601455"
Marie-Eliane,F,9,"0,610150013"
Marie-Elisabeth,F,775,"0,168780366"
Marie-Elise,F,106,"0,313768443"
Marie-Elizabeth,F,3,"0,0854749"
Marie-Elodie,F,99,"0,935394948"
Marie-Emilie,F,105,"0,31478426"
Marie-Emilienne,F,4,"0,719783852"
Marie-Emmanuelle,F,174,"0,112122161"
Marie-Estelle,F,24,"0,967391624"
Marie-Etienne,F,3,"0,488955829"
Marie-Eugénie,F,32,"0,450559902"
Marie-Eve,F,498,"0,056772117"
Marie-Evelyne,F,20,"0,799987321"
Marie-Fabienne,F,24,"0,047812395"
Marie-Fleur,F,3,"0,018518823"
Marie-Flore,F,159,"0,697027416"
Marie-Florence,F,57,"0,38309637"
Marie-France,F,51817,"0,637811783"
Marie-Francine,F,6,"0,185078049"
Marie-François,M,3,"0,313332335"
Marie-Francoise,F,5,"0,356616251"
Marie-Françoise,F,25577,"0,708707781"
Marie-Frantz,F,9,"0,039165219"
Marie-Frede,F,9,"0,161279404"
Marie-Frédérique,F,22,"0,216058487"
Marie-Gabrielle,F,287,"0,327502668"
Marie-Gaelle,F,11,"0,77183843"
Marie-Geneviève,F,153,"0,537799435"
Marie-George,F,105,"0,235542474"
Marie-Georges,F,89,"0,7826067"
Marie-Georges,M,3,"0,251467849"
Marie-Georgette,F,9,"0,225690708"
Marie-Geraldine,F,3,"0,547856298"
Marie-Germaine,F,26,"0,985971803"
Marie-Ghislaine,F,19,"0,119034855"
Marie-Ginette,F,10,"0,721281171"
Marie-Gisèle,F,13,"0,097985428"
Marie-Gladys,F,18,"0,289436057"
Marie-Guylene,F,16,"0,090418447"
Marie-Helena,F,6,"0,474495088"
Marie-Helene,F,3,"0,54329012"
Marie-Hélène,F,35094,"0,580948724"
Marie-Henriette,F,143,"0,274893136"
Marie-Huguette,F,21,"0,357195392"
Marie-Irène,F,3,"0,405592816"
Marie-Isabelle,F,503,"0,153127888"
Marie-Jacqueline,F,31,"0,071402716"
Marie-Jasmine,F,4,"0,140255068"
Marie-Jean,F,3,"0,227821741"
Marie-Jeanne,F,15684,"0,662766761"
Marie-Jeannine,F,7,"0,017416228"
Marie-Jessica,F,13,"0,672721235"
Marie-Jessie,F,3,"0,761696619"
Marie-Jo,F,9,"0,769315775"
Marie-Jocelyne,F,37,"0,246737018"
Marie-Joëlle,F,1178,"0,26420526"
Marie-José,F,32894,"0,032841896"
Marie-Josee,F,6465,"0,00116067"
Marie-Josée,F,158,"0,551555209"
Marie-Joseph,M,113,"0,738989739"
Marie-Joseph,F,722,"0,108685017"
Marie-Josephe,F,8014,"0,94878646"
Marie-Josèphe,F,175,"0,244903314"
Marie-Josephine,F,182,"0,811810754"
Marie-Josette,F,149,"0,66513896"
Marie-Josiane,F,52,"0,166745784"
Marie-Josie,F,137,"0,736750867"
Marie-Judith,F,3,"0,886320642"
Marie-Julie,F,94,"0,485143716"
Marie-Justine,F,3,"0,128494073"
Marie-Karine,F,6,"0,260681051"
Marieke,F,59,"0,451443397"
Marie-Kelly,F,5,"0,738921468"
Marie-Ketty,F,7,"0,330371907"
Mariel,M,3,"0,258598848"
Mariel,F,3,"0,222648685"
Marie-Laetitia,F,28,"0,66996236"
Marie-Laura,F,4,"0,859924346"
Marie-Laure,F,33102,"0,359176971"
Marie-Laurence,F,2101,"0,59190477"
Mariele,F,6,"0,705501044"
Marie-Léa,F,6,"0,91136693"
Marie-Léone,F,6,"0,019359852"
Marie-Léonie,F,3,"0,617424487"
Marie-Liesse,F,58,"0,054266143"
Marie-Liliane,F,12,"0,603833895"
Marie-Linda,F,22,"0,025395749"
Marie-Line,F,14145,"0,251399148"
Marie-Lise,F,1944,"0,672276481"
Marie-Lisette,F,3,"0,157600271"
Mariella,F,99,"0,854125279"
Marielle,F,13298,"0,254608531"
Marie-Lorraine,F,25,"0,127311958"
Marie-Lou,F,1465,"0,685331187"
Marie-Louise,F,45438,"0,815571557"
Marie-Lourdes,F,153,"0,179714059"
Marie-Luce,F,844,"0,849354039"
Marie-Lucette,F,3,"0,945586458"
Marie-Lucie,F,31,"0,113873158"
Marie-Ludivine,F,3,"0,003769394"
Marie-Lyne,F,359,"0,31883168"
Marie-Lys,F,50,"0,334288393"
Marie-Lyse,F,88,"0,263401394"
Mariem,F,372,"0,574927054"
Marie-Madeleine,F,8921,"0,372200603"
Marie-Magdeleine,F,8,"0,708450835"
Marie-Marcelle,F,6,"0,779666646"
Marie-Marguerite,F,66,"0,008541278"
Marie-Marthe,F,34,"0,134823244"
Marie-Martine,F,569,"0,740786137"
Marie-Mathilde,F,3,"0,360670284"
Marie-May,F,15,"0,101227394"
Marieme,F,61,"0,868824754"
Marième,F,3,"0,604831044"
Marie-Mélanie,F,3,"0,563900947"
Marie-Mélissa,F,4,"0,828257612"
Marie-Michèle,F,122,"0,787503798"
Marie-Micheline,F,6,"0,705166289"
Marie-Michelle,F,256,"0,517507964"
Marie-Mimose,F,9,"0,877698085"
Marie-Mireille,F,3,"0,941228102"
Marie-Monique,F,38,"0,495984203"
Marie-Morgane,F,3,"0,903439819"
Marien,M,154,"0,892395002"
Marie-Nadege,F,51,"0,491608115"
Marie-Nadia,F,8,"0,270623491"
Marie-Nadine,F,49,"0,072762659"
Marie-Natacha,F,10,"0,213995499"
Marie-Nathalie,F,51,"0,889256959"
Marie-Neige,F,7,"0,936001961"
Marie-Nelly,F,29,"0,180946595"
Marie-Nicaise,F,6,"0,546416659"
Marie-Nicole,F,67,"0,211045341"
Marie-Noël,F,66,"0,482432698"
Marie-Noele,F,82,"0,611614354"
Marie-Noëlle,F,18994,"0,044196942"
Marie-Océane,F,26,"0,891098276"
Marie-Odette,F,9,"0,912878091"
Marie-Odile,F,8412,"0,39863036"
Marie-Olga,F,7,"0,829397325"
Marie-Olivia,F,3,"0,295644924"
Marie-Ophélie,F,3,"0,990466736"
Marie-Pascale,F,1392,"0,11792236"
Marie-Pascaline,F,4,"0,745365538"
Marie-Patricia,F,35,"0,749267278"
Marie-Paule,F,16535,"0,021504829"
Marie-Paulette,F,3,"0,441012157"
Marie-Pauline,F,10,"0,845010157"
Marie-Pia,F,7,"0,112288038"
Marie-Pierre,F,29539,"0,664370011"
Marie-Pierre,M,3,"0,418931017"
Marie-Pierrette,F,13,"0,261472114"
Marie-Prisca,F,10,"0,934628403"
Marie-Régine,F,11,"0,922640141"
Marie-Reine,F,1000,"0,02659585"
Marie-Renée,F,929,"0,00090377"
Marie-Rita,F,9,"0,513435656"
Marie-Rolande,F,6,"0,087200362"
Marie-Rose,F,8159,"0,986063878"
Marie-Roseline,F,7,"0,039323544"
Marie-Roselyne,F,4,"0,633445372"
Marie-Sabine,F,41,"0,307471685"
Marie-Sabrina,F,30,"0,489062502"
Marie-Sainte,F,10,"0,061929322"
Marie-Sandra,F,12,"0,784052315"
Marie-Sandrine,F,18,"0,040321929"
Marie-Sara,F,8,"0,444938851"
Marie-Sarah,F,75,"0,004968093"
Marie-Simone,F,6,"0,373004819"
Marie-Sixtine,F,3,"0,286946348"
Marie-Sol,F,15,"0,455260661"
Marie-Solange,F,65,"0,097583791"
Marie-Sonia,F,15,"0,492034907"
Marie-Sophie,F,759,"0,287468189"
Marie-Stella,F,12,"0,006748944"
Marie-Stéphane,F,6,"0,89655202"
Marie-Stéphanie,F,17,"0,538191804"
Marie-Suzanne,F,32,"0,407336311"
Marie-Suzie,F,7,"0,760766934"
Marie-Suzy,F,6,"0,646929121"
Marie-Sylvette,F,3,"0,877712609"
Marie-Sylviane,F,3,"0,842872047"
Marie-Sylvie,F,228,"0,62577851"
Marie-Tatiana,F,3,"0,605782679"
Marie-Thérèse,F,86112,"0,720651896"
Marie-Thereze,F,565,"0,045264886"
Marietou,F,116,"0,745502443"
Mariétou,F,13,"0,436980383"
Marietta,F,367,"0,49323493"
Mariette,F,7428,"0,373211231"
Marie-Valentine,F,3,"0,770348322"
Marie-Valérie,F,7,"0,341368115"
Marie-Vanessa,F,3,"0,554250441"
Marieve,F,3,"0,891609778"
Marie-Véronique,F,147,"0,09944721"
Marie-Victoire,F,16,"0,89348394"
Marie-Virginie,F,15,"0,843116435"
Marie-Yannick,F,3,"0,0040282"
Marie-Yolaine,F,15,"0,540287967"
Marie-Yolande,F,6,"0,582858467"
Marie-Yvette,F,23,"0,016106341"
Marie-Yvonne,F,589,"0,308441555"
Marija,F,13,"0,023468835"
Marijana,F,7,"0,824625892"
Marika,F,380,"0,660390086"
Marilaine,F,3,"0,168259126"
Marilena,F,6,"0,199887177"
Marilene,F,197,"0,661191211"
Marilia,F,3,"0,064518255"
Mariline,F,76,"0,75297294"
Marilis,F,13,"0,01128946"
Marilou,F,3677,"0,676238805"
Marilyn,F,2950,"0,200186084"
Marilyne,F,9022,"0,016002547"
Marilys,F,64,"0,679477413"
Marilyse,F,106,"0,913636807"
Marimoutou,M,6,"0,07088039"
Marin,M,5605,"0,895459927"
Marin,F,9,"0,312637713"
Marina,F,40899,"0,547000051"
Marine,F,116906,"0,261375761"
Marinella,F,20,"0,38776117"
Marinelle,F,4,"0,187923632"
Marinette,F,14517,"0,925750795"
Marino,M,106,"0,459217752"
Mario,M,11991,"0,063088603"
Marion,M,13,"0,751694885"
Marion,F,123009,"0,237929776"
Mariot,M,58,"0,553949782"
Mariotte,F,44,"0,742659143"
Marisa,F,129,"0,086121723"
Marise,F,641,"0,679747818"
Marisette,F,10,"0,007242487"
Mariska,F,9,"0,733872146"
Marisol,F,21,"0,873756774"
Marissa,F,247,"0,574491241"
Maritchu,F,191,"0,586481411"
Maritxu,F,95,"0,274871807"
Maritza,F,6,"0,072800982"
Mariuccia,F,5,"0,835360252"
Marius,F,25,"0,91463034"
Marius,M,76777,"0,915019141"
Marivonne,F,9,"0,075742705"
Mari-Wenn,F,3,"0,429293228"
Mariya,F,290,"0,871451489"
Mariyah,F,8,"0,821820593"
Mariyam,F,3,"0,475160286"
Mariza,F,3,"0,602728995"
Marize,F,15,"0,491248615"
Marja,F,6,"0,796158576"
Marjan,M,109,"0,789824454"
Marjane,F,215,"0,07058352"
Marjolaine,F,3015,"0,003294801"
Marjorie,F,28026,"0,664891135"
Marjory,F,383,"0,365177877"
Mark,M,878,"0,350706868"
Markel,M,4,"0,938091989"
Marko,M,335,"0,515060163"
Markus,M,47,"0,749111365"
Marla,F,13,"0,761339382"
Marlaine,F,15,"0,073512666"
Marleine,F,87,"0,730130281"
Marlene,F,3,"0,008317009"
Marlène,F,28705,"0,572167005"
Marlette,F,3,"0,005131947"
Marley,M,2274,"0,693910562"
Marley,F,219,"0,982571317"
Marliese,F,40,"0,754627917"
Marline,F,17,"0,600806466"
Marlise,F,694,"0,29419605"
Marlo,M,26,"0,33199027"
Marlon,M,1817,"0,844142314"
Marlone,M,65,"0,354344757"
Marlonn,M,12,"0,01076898"
Marlow,M,23,"0,652315655"
Marly,F,7,"0,718447896"
Marly,M,3,"0,947858765"
Marlyse,F,902,"0,058488114"
Marnia,F,13,"0,547872187"
Marnie,F,53,"0,663376959"
Maro,F,44,"0,129446257"
Maroi,F,12,"0,748672305"
Maroine,M,12,"0,778215026"
Maroua,F,364,"0,805305406"
Marouan,M,105,"0,174683669"
Marouane,M,1521,"0,42849462"
Marouen,M,6,"0,482279385"
Maroussia,F,46,"0,300397048"
Marta,F,176,"0,928808799"
Martel,M,8,"0,871438059"
Martha,F,1177,"0,173711594"
Marthe,M,35,"0,123943547"
Marthe,F,119843,"0,115820893"
Marthine,F,3,"0,705336353"
Marti,M,3,"0,390204779"
Martial,M,31486,"0,633232411"
Martial,F,22,"0,708523831"
Martiale,F,3,"0,507042341"
Martialine,F,6,"0,87172458"
Martialise,F,3,"0,702743418"
Martim,M,53,"0,975241016"
Martin,M,58446,"0,561315806"
Martina,F,102,"0,368075631"
Martine,M,6,"0,439450652"
Martine,F,317495,"0,521681991"
Martinho,M,3,"0,460149116"
Martinien,M,3,"0,375289429"
Martino,M,7,"0,351375516"
Marty,M,52,"0,411394356"
Martyna,F,3,"0,049916822"
Martyne,F,3,"0,7397947"
Martyr,M,3,"0,539312588"
Marveen,M,23,"0,615919953"
Marvens,M,43,"0,909322161"
Marvin,M,10031,"0,732733385"
Marvine,M,4,"0,494949199"
Marving,M,21,"0,375623948"
Marvyn,M,626,"0,208260971"
Marwa,F,5810,"0,384441892"
Marwah,F,3,"0,189152124"
Marwan,M,5665,"0,421984204"
Marwane,M,2143,"0,250554886"
Marwann,M,4,"0,705347293"
Marwen,M,50,"0,48693315"
Marwin,M,35,"0,431464911"
Mary,M,223,"0,942550448"
Mary,F,2304,"0,101392415"
Marya,F,175,"0,566726369"
Maryam,F,6686,"0,648003696"
Maryama,F,16,"0,022052938"
Maryame,F,39,"0,591747884"
Maryan,M,301,"0,844551609"
Maryanick,F,3,"0,003980467"
Maryanna,F,3,"0,834479159"
Maryanne,F,4,"0,267453004"
Maryannick,F,769,"0,379938442"
Mary-Christine,F,6,"0,454408313"
Maryelle,F,22,"0,085641511"
